ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Meta: model,Meta: color,Meta: version,Meta: yearmodel,Meta: mileage,Meta: transmission,Meta: fuel,Meta: featured,Meta: features_name,Meta: rm_id,Meta: rm_marca,Meta: rm_ano_fabricacao,Meta: rm_portas,Meta: rm_placa,Meta: rm_motor,Meta: rm_chassi,Meta: rm_condicao,Meta: rm_cidade,Meta: rm_estado,Meta: rm_image_urls,Meta: rm_sync_hash,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Meta: _model,Meta: _features_name,Meta: features,Meta: _features,Meta: _color,Meta: _version,Meta: _yearmodel,Meta: _mileage,Meta: _transmission,Meta: _fuel
1116,simple,RM-8072278,,Hyundai Creta 16a Smart 2020,1,0,visible,flex | 85917 km | branco | automatico,,,,taxable,,1,1,,0,1,,,,,1,,,84900,Uncategorized,,,,,,,,,,,,0,,Creta 16a Smart,Branco,16a Smart,2020,85917,Automatico,Flex,1,Airbag | Alarme | Apoio De Braco | Ar-Condicionado | Ar Quente | Cambio Automatico | Desembacador Traseiro | Direcao Eletrica | Limpador Traseiro | Retrovisor Eletrico | Rodas De Liga Leve | Trava Eletrica | Vidros Eletricos | Chave Copiareserva | Computador De Bordo | Console Central | Encosto De Cabeca Traseiro | Entrada Auxiliar | Isofix | Manual Do Proprietario | Porta Copos | Radio Bluetooth | Regulagem Altura Do Banco | Som | Trio Eletrico | Usb | Volante Com Multifuncao | Volante Com Regulagem De Altura E Profundidade,8072278,hyundai,2019,5,rec0f98,1.6,9bhga811blp155497,USADO,brasilia,distrito federal,[],9ae1a420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,simple,RM-7583697,,Renault Duster 20 D 4x2a 2015,1,0,visible,flex | 171000 km | branco | automatico,consta passagem por leilao de seguradora.,,,taxable,,1,1,,0,1,,,,,1,,,51900,"Carro, Suv","Airbag, Airbag Duplo, Alarme, Ar Quente, Ar-Condicionado, Bancos De Couro, Cambio Automatico, Camera De Re, Cd Controle No Volante, Computador De Bordo, Desembacador Traseiro, Direcao Hidraulica, Encosto De Cabeca Traseiro, Engate, Farol De Milha, Ipva Pago E Licenciado, Limpador Traseiro, Porta Copos, Regulagem Altura Do Banco, Retrovisor Eletrico, Rodas De Liga Leve, Sensor De Estacionamento, Som, Som Multimidia, Trava Eletrica, Trio Eletrico, Usb, Vidros Eletricos, Volante Com Regulagem De Altura",,"https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_10_O_9415feb3dd-11.jpg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_2_O_c93a1a54bf-11.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_3_O_0366121548-11.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_4_O_35c06f7d0c-11.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_5_O_e465ae4e2d-11.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_6_O_43aa3c6a73-11.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_7_O_678390fca2-11.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_8_O_d14e9e01d1-11.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_9_O_8cffe95520-11.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7583697_10_O_77e9e90a53-11.jpeg",,,,,,,,,0,,Duster 20 D 4x2a,Branco,20 D 4x2a,2015,171000,Automatico,Flex,1,Airbag | Alarme | Ar-Condicionado | Ar Quente | Bancos De Couro | Cambio Automatico | Desembacador Traseiro | Direcao Hidraulica | Limpador Traseiro | Retrovisor Eletrico | Rodas De Liga Leve | Sensor De Estacionamento | Som Multimidia | Trava Eletrica | Vidros Eletricos | Airbag Duplo | Camera De Re | Cd Controle No Volante | Computador De Bordo | Encosto De Cabeca Traseiro | Engate | Farol De Milha | Ipva Pago E Licenciado | Porta Copos | Regulagem Altura Do Banco | Som | Trio Eletrico | Usb | Volante Com Regulagem De Altura,7583697,renault,2014,5,ozy6h65,2.0,93yhsr2lafj465419,USADO,brasilia,distrito federal,"[""https://s3.carro57.com.br/FC/2583/7583697_10_O_9415feb3dd.png"",""https://s3.carro57.com.br/FC/2583/7583697_2_O_c93a1a54bf.jpeg"",""https://s3.carro57.com.br/FC/2583/7583697_3_O_0366121548.jpeg"",""https://s3.carro57.com.br/FC/2583/7583697_4_O_35c06f7d0c.jpeg"",""https://s3.carro57.com.br/FC/2583/7583697_5_O_e465ae4e2d.jpeg"",""https://s3.carro57.com.br/FC/2583/7583697_6_O_43aa3c6a73.jpeg"",""https://s3.carro57.com.br/FC/2583/7583697_7_O_678390fca2.jpeg"",""https://s3.carro57.com.br/FC/2583/7583697_8_O_d14e9e01d1.jpeg"",""https://s3.carro57.com.br/FC/2583/7583697_9_O_8cffe95520.jpeg"",""https://s3.carro57.com.br/FC/2583/7583697_10_O_77e9e90a53.jpeg""]",cc26819f,Modelo,Duster 20 D 4x2a,1,1,Cor,Branco,1,1,Versão,20 D 4x2a,1,1,Ano do modelo,2015,1,1,Quilometragem,171000,1,1,Transmissão,Automatico,1,1,Combustivel,Flex,1,1,Marca,renault,1,1,Ano de Fabricação,2014,1,1,Portas,5,1,1,Motor,2.0,1,1,Chassi,93yhsr2lafj465419,1,1,Condição,USADO,1,1,Cidade,brasilia,1,1,Estado,distrito federal,1,1,,,,,,,,,,
1154,simple,RM-8002183,,Volkswagen Fox Xtreme Mb 2018,1,0,visible,flex | 66224 km | preto | manual,,,,taxable,,1,1,,0,1,,,,,1,,,61900,Carro,"Airbag, Alarme, Apoio De Braco, Ar Quente, Ar-Condicionado, Cambio Manual, Camera De Re, Chave Copiareserva, Computador De Bordo, Desembacador Traseiro, Direcao Eletrica, Encosto De Cabeca Traseiro, Ipva Pago E Licenciado, Limpador Traseiro, Manual Do Proprietario, Porta Copos, Retrovisor Eletrico, Rodas De Liga Leve, Som Multimidia, Touch Screen, Trava Eletrica, Trio Eletrico, Usb, Vidros Eletricos, Volante Com Multifuncao",,"https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_10_O_1f159955ba-9.jpg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_0_O_da1b99a3bd-9.jpg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_1_O_53ca2b8399-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_2_O_f85457490c-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_3_O_a7ce85ef1f-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_4_O_aa977344af-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_5_O_c7d59d6778-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_7_O_6163cd07d2-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_6_O_7ccbd63418-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_8_O_70c9bb938e-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8002183_9_O_035f612347-9.jpeg",,,,,,,,,0,,Fox Xtreme Mb,Preto,Xtreme Mb,2018,66224,Manual,Flex,1,Airbag | Alarme | Apoio De Braco | Ar-Condicionado | Ar Quente | Cambio Manual | Desembacador Traseiro | Direcao Eletrica | Limpador Traseiro | Retrovisor Eletrico | Rodas De Liga Leve | Som Multimidia | Trava Eletrica | Vidros Eletricos | Camera De Re | Chave Copiareserva | Computador De Bordo | Encosto De Cabeca Traseiro | Ipva Pago E Licenciado | Manual Do Proprietario | Porta Copos | Touch Screen | Trio Eletrico | Usb | Volante Com Multifuncao,8002183,volkswagen,2017,5,pbk8802,1.6,9bwab45z5j4021570,USADO,brasilia,distrito federal,"[""https://s3.carro57.com.br/FC/2583/8002183_10_O_1f159955ba.png"",""https://s3.carro57.com.br/FC/2583/8002183_0_O_da1b99a3bd.png"",""https://s3.carro57.com.br/FC/2583/8002183_1_O_53ca2b8399.jpeg"",""https://s3.carro57.com.br/FC/2583/8002183_2_O_f85457490c.jpeg"",""https://s3.carro57.com.br/FC/2583/8002183_3_O_a7ce85ef1f.jpeg"",""https://s3.carro57.com.br/FC/2583/8002183_4_O_aa977344af.jpeg"",""https://s3.carro57.com.br/FC/2583/8002183_5_O_c7d59d6778.jpeg"",""https://s3.carro57.com.br/FC/2583/8002183_7_O_6163cd07d2.jpeg"",""https://s3.carro57.com.br/FC/2583/8002183_6_O_7ccbd63418.jpeg"",""https://s3.carro57.com.br/FC/2583/8002183_8_O_70c9bb938e.jpeg"",""https://s3.carro57.com.br/FC/2583/8002183_9_O_035f612347.jpeg""]",405d7b7e,Modelo,Fox Xtreme Mb,1,1,Cor,Preto,1,1,Versão,Xtreme Mb,1,1,Ano do modelo,2018,1,1,Quilometragem,66224,1,1,Transmissão,Manual,1,1,Combustivel,Flex,1,1,Marca,volkswagen,1,1,Ano de Fabricação,2017,1,1,Portas,5,1,1,Motor,1.6,1,1,Chassi,9bwab45z5j4021570,1,1,Condição,USADO,1,1,Cidade,brasilia,1,1,Estado,distrito federal,1,1,,,,,,,,,,
1155,simple,RM-8072046,,Fiat Pulse Mt 2022,1,0,visible,flex | 69246 km | azul | manual,,,,taxable,,1,1,,0,1,,,,,1,,,81900,Carro,"Airbag, Alarme, Ar Quente, Ar-Condicionado, Cambio Manual, Chave Copiareserva, Computador De Bordo, Console Central, Desembacador Traseiro, Direcao Eletrica, Encosto De Cabeca Traseiro, Espelhamento De Celular, Ipva Pago E Licenciado, Isofix, Kit Multimidia, Limpador Traseiro, Manual Do Proprietario, Porta Copos, Retrovisor Eletrico, Rodas De Liga Leve, Touch Screen, Trava Eletrica, Trio Eletrico, Usb, Vidros Eletricos, Volante Com Multifuncao, Volante Com Regulagem De Altura E Profundidade",,"https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_0_O_811723f2a5-7.jpg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_1_O_76a9570bd7-7.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_2_O_2c90beae75-7.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_3_O_567ee5792b-7.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_4_O_bf42b3e3e9-7.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_5_O_1f971ec8e8-7.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_6_O_1f4c747372-7.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_9_O_4af8b05041-7.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_7_O_7cf28a4c46-7.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/8072046_8_O_61f75578e6-7.jpeg",,,,,,,,,0,,Pulse Mt,Azul,Mt,2022,69246,Manual,Flex,1,Airbag | Alarme | Ar-Condicionado | Ar Quente | Cambio Manual | Desembacador Traseiro | Direcao Eletrica | Limpador Traseiro | Retrovisor Eletrico | Rodas De Liga Leve | Trava Eletrica | Vidros Eletricos | Chave Copiareserva | Computador De Bordo | Console Central | Encosto De Cabeca Traseiro | Espelhamento De Celular | Ipva Pago E Licenciado | Isofix | Kit Multimidia | Manual Do Proprietario | Porta Copos | Touch Screen | Trio Eletrico | Usb | Volante Com Multifuncao | Volante Com Regulagem De Altura E Profundidade,8072046,fiat,2022,5,rev2g97,1.3,9bd363a13nyz38331,USADO,brasilia,distrito federal,"[""https://s3.carro57.com.br/FC/2583/8072046_0_O_811723f2a5.png"",""https://s3.carro57.com.br/FC/2583/8072046_1_O_76a9570bd7.jpeg"",""https://s3.carro57.com.br/FC/2583/8072046_2_O_2c90beae75.jpeg"",""https://s3.carro57.com.br/FC/2583/8072046_3_O_567ee5792b.jpeg"",""https://s3.carro57.com.br/FC/2583/8072046_4_O_bf42b3e3e9.jpeg"",""https://s3.carro57.com.br/FC/2583/8072046_5_O_1f971ec8e8.jpeg"",""https://s3.carro57.com.br/FC/2583/8072046_6_O_1f4c747372.jpeg"",""https://s3.carro57.com.br/FC/2583/8072046_9_O_4af8b05041.jpeg"",""https://s3.carro57.com.br/FC/2583/8072046_7_O_7cf28a4c46.jpeg"",""https://s3.carro57.com.br/FC/2583/8072046_8_O_61f75578e6.jpeg""]",47945e57,Modelo,Pulse Mt,1,1,Cor,Azul,1,1,Versão,Mt,1,1,Ano do modelo,2022,1,1,Quilometragem,69246,1,1,Transmissão,Manual,1,1,Combustivel,Flex,1,1,Marca,fiat,1,1,Ano de Fabricação,2022,1,1,Portas,5,1,1,Motor,1.3,1,1,Chassi,9bd363a13nyz38331,1,1,Condição,USADO,1,1,Cidade,brasilia,1,1,Estado,distrito federal,1,1,,,,,,,,,,
1156,simple,RM-7960550,,Volkswagen Tiguan Allspace Rl 2021,1,0,visible,gasolina | 93000 km | preto | automatico,,,,taxable,,1,1,,0,1,,,,,1,,,162500,Carro,"Abs, Airbag, Alarme, Apoio De Braco, Ar Quente, Ar-Condicionado, Bancos De Couro, Cambio Automatico, Camera De Re, Chave Presencial, Computador De Bordo, Console Central, Desembacador Traseiro, Direcao Eletrica, Encosto De Cabeca Traseiro, Isofix, Kit Multimidia, Limpador Traseiro, Painel Digital, Porta Copos, Retrovisor Eletrico, Rodas De Liga Leve, Teto Solar, Touch Screen, Trava Eletrica, Vidros Eletricos, Volante Com Multifuncao, Volante Com Regulagem De Altura E Profundidade",,"https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_10_O_8de526bcff-9.jpg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_1_O_18bcb44844-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_2_O_03c145a170-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_3_O_b6f5656065-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_4_O_7c3f66bcc5-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_5_O_8581bfabd6-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_6_O_cdb07b11a1-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_7_O_d3f5e54e03-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_8_O_11fbef7ca6-9.jpeg, https://rodovia-veiculos-wordpress.75516c.easypanel.host/wp-content/uploads/2026/05/7960550_9_O_19223a062d-9.jpeg",,,,,,,,,0,,Tiguan Allspace Rl,Preto,Allspace Rl,2021,93000,Automatico,Gasolina,1,Abs | Airbag | Alarme | Apoio De Braco | Ar-Condicionado | Ar Quente | Bancos De Couro | Cambio Automatico | Desembacador Traseiro | Direcao Eletrica | Limpador Traseiro | Retrovisor Eletrico | Rodas De Liga Leve | Teto Solar | Trava Eletrica | Vidros Eletricos | Camera De Re | Chave Presencial | Computador De Bordo | Console Central | Encosto De Cabeca Traseiro | Isofix | Kit Multimidia | Painel Digital | Porta Copos | Touch Screen | Volante Com Multifuncao | Volante Com Regulagem De Altura E Profundidade,7960550,volkswagen,2021,5,ren1c05,2.0,3vvj465n2mm118877,USADO,brasilia,distrito federal,"[""https://s3.carro57.com.br/FC/2583/7960550_10_O_8de526bcff.png"",""https://s3.carro57.com.br/FC/2583/7960550_1_O_18bcb44844.jpeg"",""https://s3.carro57.com.br/FC/2583/7960550_2_O_03c145a170.jpeg"",""https://s3.carro57.com.br/FC/2583/7960550_3_O_b6f5656065.jpeg"",""https://s3.carro57.com.br/FC/2583/7960550_4_O_7c3f66bcc5.jpeg"",""https://s3.carro57.com.br/FC/2583/7960550_5_O_8581bfabd6.jpeg"",""https://s3.carro57.com.br/FC/2583/7960550_6_O_cdb07b11a1.jpeg"",""https://s3.carro57.com.br/FC/2583/7960550_7_O_d3f5e54e03.jpeg"",""https://s3.carro57.com.br/FC/2583/7960550_8_O_11fbef7ca6.jpeg"",""https://s3.carro57.com.br/FC/2583/7960550_9_O_19223a062d.jpeg""]",60d5e5c9,Modelo,Tiguan Allspace Rl,1,1,Cor,Preto,1,1,Versão,Allspace Rl,1,1,Ano do modelo,2021,1,1,Quilometragem,93000,1,1,Transmissão,Automatico,1,1,Combustivel,Gasolina,1,1,Marca,volkswagen,1,1,Ano de Fabricação,2021,1,1,Portas,5,1,1,Motor,2.0,1,1,Chassi,3vvj465n2mm118877,1,1,Condição,USADO,1,1,Cidade,brasilia,1,1,Estado,distrito federal,1,1,,,,,,,,,,
